officer_id,employee_code,name,role,district,phone,status
OFF-00671,EMP202500671,Nihal Sahni,AUDITOR,SHIVAMOGGA,9000078987,ACTIVE
OFF-00672,EMP202000672,Elijah Vasa,AUDITOR,BENGALURU_URBAN,9000079984,ACTIVE
OFF-00673,EMP202100673,Yashoda Banik,AUDITOR,MYSURU,9000080981,ACTIVE
OFF-06001,EMP202100067,Ubika Cheema,FPS_OWNER,MYSURU,9000076799,ACTIVE
OFF-06002,EMP202200068,Rudra Kannan,FPS_OWNER,TUMAKURU,9000077796,ACTIVE
OFF-06003,EMP202300069,Gopal Dayal,FPS_OWNER,MANDYA,9000078793,ACTIVE
OFF-06004,EMP202400070,Shivansh Pau,FPS_OWNER,HASSAN,9000079790,ACTIVE
OFF-06005,EMP202500071,Ekavir Dayal,FPS_OWNER,SHIVAMOGGA,9000080787,ACTIVE
OFF-06006,EMP202000072,Maanav Bandi,FPS_OWNER,BENGALURU_URBAN,9000081784,ACTIVE
OFF-06007,EMP202100073,Gaurav Bhagat,FPS_OWNER,MYSURU,9000082781,ACTIVE
OFF-06008,EMP202200074,Odika Bhandari,FPS_OWNER,TUMAKURU,9000083778,ACTIVE
OFF-06009,EMP202300075,Zayan Chaudry,FPS_OWNER,MANDYA,9000084775,ACTIVE
OFF-06010,EMP202400076,Osha Uppal,FPS_OWNER,HASSAN,9000085772,ACTIVE
OFF-06011,EMP202500077,Shaurya Dugal,FPS_OWNER,SHIVAMOGGA,9000086769,ACTIVE
OFF-06012,EMP202000078,Indali Prasad,FPS_OWNER,BENGALURU_URBAN,9000087766,ACTIVE
OFF-06013,EMP202100079,Jai Baral,FPS_OWNER,MYSURU,9000088763,ACTIVE
OFF-06014,EMP202200080,Deepa Mangal,FPS_OWNER,TUMAKURU,9000089760,ACTIVE
OFF-06015,EMP202300081,Dalaja Bhagat,FPS_OWNER,MANDYA,9000050757,ACTIVE
OFF-06016,EMP202400082,Rajeshri Baria,FPS_OWNER,HASSAN,9000051754,ACTIVE
OFF-06017,EMP202500083,Yauvani Sha,FPS_OWNER,SHIVAMOGGA,9000052751,ACTIVE
OFF-06018,EMP202000084,Unnati Vora,FPS_OWNER,BENGALURU_URBAN,9000053748,ACTIVE
OFF-06019,EMP202100085,Tristan Goswami,FPS_OWNER,MYSURU,9000054745,ACTIVE
OFF-06020,EMP202200086,Patrick Dasgupta,FPS_OWNER,TUMAKURU,9000055742,ACTIVE
OFF-06021,EMP202300087,Yagnesh Sundaram,FPS_OWNER,MANDYA,9000056739,ACTIVE
OFF-06022,EMP202400088,Tamanna Narayan,FPS_OWNER,HASSAN,9000057736,ACTIVE
OFF-06023,EMP202500089,Zaid Malhotra,FPS_OWNER,SHIVAMOGGA,9000058733,ACTIVE
OFF-06024,EMP202000090,Girish Vasa,FPS_OWNER,BENGALURU_URBAN,9000059730,ACTIVE
OFF-06025,EMP202100091,Jeet Lala,FPS_OWNER,MYSURU,9000060727,ACTIVE
OFF-06026,EMP202200092,Kritika Subramaniam,FPS_OWNER,TUMAKURU,9000061724,ACTIVE
OFF-06027,EMP202300093,Hema Basu,FPS_OWNER,MANDYA,9000062721,ACTIVE
OFF-06028,EMP202400094,Kala Sharma,FPS_OWNER,HASSAN,9000063718,ACTIVE
OFF-06029,EMP202500095,Rachana Karnik,FPS_OWNER,SHIVAMOGGA,9000064715,ACTIVE
OFF-06030,EMP202000096,Dipta Ganesh,FPS_OWNER,BENGALURU_URBAN,9000065712,ACTIVE
OFF-06031,EMP202100097,Krish Suri,FPS_OWNER,MYSURU,9000066709,ACTIVE
OFF-06032,EMP202200098,Arin Sha,FPS_OWNER,TUMAKURU,9000067706,ACTIVE
OFF-06033,EMP202300099,Sudiksha Mander,FPS_OWNER,MANDYA,9000068703,ACTIVE
OFF-06034,EMP202400100,Fiyaz Srivastava,FPS_OWNER,HASSAN,9000069700,ACTIVE
OFF-06035,EMP202500101,Timothy Bains,FPS_OWNER,SHIVAMOGGA,9000070697,ACTIVE
OFF-06036,EMP202000102,Nandini Solanki,FPS_OWNER,BENGALURU_URBAN,9000071694,ACTIVE
OFF-06037,EMP202100103,Neelima Jaggi,FPS_OWNER,MYSURU,9000072691,ACTIVE
OFF-06038,EMP202200104,Bahadurjit Bir,FPS_OWNER,TUMAKURU,9000073688,ACTIVE
OFF-06039,EMP202300105,Hredhaan Memon,FPS_OWNER,MANDYA,9000074685,ACTIVE
OFF-06040,EMP202400106,Varsha Boase,FPS_OWNER,HASSAN,9000075682,ACTIVE
OFF-06041,EMP202500107,Anusha Kulkarni,FPS_OWNER,SHIVAMOGGA,9000076679,ACTIVE
OFF-06042,EMP202000108,Teerth Bose,FPS_OWNER,BENGALURU_URBAN,9000077676,ACTIVE
OFF-06043,EMP202100109,Oeshi Rege,FPS_OWNER,MYSURU,9000078673,ACTIVE
OFF-06044,EMP202200110,Oeshi Comar,FPS_OWNER,TUMAKURU,9000079670,ACTIVE
OFF-06045,EMP202300111,Oliver Gera,FPS_OWNER,MANDYA,9000080667,ACTIVE
OFF-06046,EMP202400112,Vanya Rattan,FPS_OWNER,HASSAN,9000081664,ACTIVE
OFF-06047,EMP202500113,Vidhi Memon,FPS_OWNER,SHIVAMOGGA,9000082661,ACTIVE
OFF-06048,EMP202000114,Noah Sundaram,FPS_OWNER,BENGALURU_URBAN,9000083658,ACTIVE
OFF-06049,EMP202100115,Eta Memon,FPS_OWNER,MYSURU,9000084655,ACTIVE
OFF-06050,EMP202200116,Oviya Mital,FPS_OWNER,TUMAKURU,9000085652,ACTIVE
OFF-06051,EMP202300117,Faris Sheth,FPS_OWNER,MANDYA,9000086649,ACTIVE
OFF-06052,EMP202400118,Falguni Sarma,FPS_OWNER,HASSAN,9000087646,ACTIVE
OFF-06053,EMP202500119,Nandini Murthy,FPS_OWNER,SHIVAMOGGA,9000088643,ACTIVE
OFF-06054,EMP202000120,Bakhshi Buch,FPS_OWNER,BENGALURU_URBAN,9000089640,ACTIVE
OFF-06055,EMP202100121,Advika Sarna,FPS_OWNER,MYSURU,9000050637,ACTIVE
OFF-06056,EMP202200122,Pavani Mitra,FPS_OWNER,TUMAKURU,9000051634,ACTIVE
OFF-06057,EMP202300123,Thomas Savant,FPS_OWNER,MANDYA,9000052631,ACTIVE
OFF-06058,EMP202400124,Jackson Agrawal,FPS_OWNER,HASSAN,9000053628,ACTIVE
OFF-06059,EMP202500125,Reva Brar,FPS_OWNER,SHIVAMOGGA,9000054625,ACTIVE
OFF-06060,EMP202000126,Zarna Bath,FPS_OWNER,BENGALURU_URBAN,9000055622,ACTIVE
OFF-06061,EMP202100127,Henry Ramakrishnan,FPS_OWNER,MYSURU,9000056619,ACTIVE
OFF-06062,EMP202200128,William Sodhi,FPS_OWNER,TUMAKURU,9000057616,ACTIVE
OFF-06063,EMP202300129,Omya Cherian,FPS_OWNER,MANDYA,9000058613,ACTIVE
OFF-06064,EMP202400130,Om Buch,FPS_OWNER,HASSAN,9000059610,ACTIVE
OFF-06065,EMP202500131,Yashica Nori,FPS_OWNER,SHIVAMOGGA,9000060607,ACTIVE
OFF-06066,EMP202000132,Chameli Varty,FPS_OWNER,BENGALURU_URBAN,9000061604,ACTIVE
OFF-06067,EMP202100133,Aashi Yadav,FPS_OWNER,MYSURU,9000062601,ACTIVE
OFF-06068,EMP202200134,Vasatika Subramanian,FPS_OWNER,TUMAKURU,9000063598,ACTIVE
OFF-06069,EMP202300135,Unnati Roy,FPS_OWNER,MANDYA,9000064595,ACTIVE
OFF-06070,EMP202400136,Darsh Muni,FPS_OWNER,HASSAN,9000065592,ACTIVE
OFF-06071,EMP202500137,Damyanti De,FPS_OWNER,SHIVAMOGGA,9000066589,ACTIVE
OFF-06072,EMP202000138,Vritti Biswas,FPS_OWNER,BENGALURU_URBAN,9000067586,ACTIVE
OFF-06073,EMP202100139,Niharika Mishra,FPS_OWNER,MYSURU,9000068583,ACTIVE
OFF-06074,EMP202200140,Chaaya Khalsa,FPS_OWNER,TUMAKURU,9000069580,ACTIVE
OFF-06075,EMP202300141,George Dhaliwal,FPS_OWNER,MANDYA,9000070577,ACTIVE
OFF-06076,EMP202400142,Viraj Jha,FPS_OWNER,HASSAN,9000071574,ACTIVE
OFF-06077,EMP202500143,Dhriti Sule,FPS_OWNER,SHIVAMOGGA,9000072571,ACTIVE
OFF-06078,EMP202000144,Tristan Brar,FPS_OWNER,BENGALURU_URBAN,9000073568,ACTIVE
OFF-06079,EMP202100145,Aditya Kuruvilla,FPS_OWNER,MYSURU,9000074565,ACTIVE
OFF-06080,EMP202200146,Falak Muni,FPS_OWNER,TUMAKURU,9000075562,ACTIVE
OFF-06081,EMP202300147,Madhav Bhavsar,FPS_OWNER,MANDYA,9000076559,ACTIVE
OFF-06082,EMP202400148,Alka Barad,FPS_OWNER,HASSAN,9000077556,ACTIVE
OFF-06083,EMP202500149,Quincy Ranganathan,FPS_OWNER,SHIVAMOGGA,9000078553,ACTIVE
OFF-06084,EMP202000150,Yashodhara Sastry,FPS_OWNER,BENGALURU_URBAN,9000079550,ACTIVE
OFF-06085,EMP202100151,Aarush Edwin,FPS_OWNER,MYSURU,9000080547,ACTIVE
OFF-06086,EMP202200152,Brijesh Rajagopalan,FPS_OWNER,TUMAKURU,9000081544,ACTIVE
OFF-06087,EMP202300153,Anusha Parsa,FPS_OWNER,MANDYA,9000082541,ACTIVE
OFF-06088,EMP202400154,Nimrat Saini,FPS_OWNER,HASSAN,9000083538,ACTIVE
OFF-06089,EMP202500155,Vanya Uppal,FPS_OWNER,SHIVAMOGGA,9000084535,ACTIVE
OFF-06090,EMP202000156,Kevin Andra,FPS_OWNER,BENGALURU_URBAN,9000085532,ACTIVE
OFF-06091,EMP202100157,Riya Raghavan,FPS_OWNER,MYSURU,9000086529,ACTIVE
OFF-06092,EMP202200158,Anirudh Borde,FPS_OWNER,TUMAKURU,9000087526,ACTIVE
OFF-06093,EMP202300159,Imaran Jani,FPS_OWNER,MANDYA,9000088523,ACTIVE
OFF-06094,EMP202400160,Pushti Lall,FPS_OWNER,HASSAN,9000089520,ACTIVE
OFF-06095,EMP202500161,Yuvraj Chauhan,FPS_OWNER,SHIVAMOGGA,9000050517,ACTIVE
OFF-06096,EMP202000162,Daksh Dhingra,FPS_OWNER,BENGALURU_URBAN,9000051514,ACTIVE
OFF-06097,EMP202100163,Yasti Thakkar,FPS_OWNER,MYSURU,9000052511,ACTIVE
OFF-06098,EMP202200164,Arunima Kala,FPS_OWNER,TUMAKURU,9000053508,ACTIVE
OFF-06099,EMP202300165,Kala Magar,FPS_OWNER,MANDYA,9000054505,ACTIVE
OFF-06100,EMP202400166,Madhavi Murthy,FPS_OWNER,HASSAN,9000055502,ACTIVE
OFF-06101,EMP202500167,Odika Sekhon,FPS_OWNER,SHIVAMOGGA,9000056499,ACTIVE
OFF-06102,EMP202000168,Jeremiah Chaudhuri,FPS_OWNER,BENGALURU_URBAN,9000057496,ACTIVE
OFF-06103,EMP202100169,Eesha Dayal,FPS_OWNER,MYSURU,9000058493,ACTIVE
OFF-06104,EMP202200170,Naveen Sood,FPS_OWNER,TUMAKURU,9000059490,ACTIVE
OFF-06105,EMP202300171,Patrick Narasimhan,FPS_OWNER,MANDYA,9000060487,ACTIVE
OFF-06106,EMP202400172,Pranav Varkey,FPS_OWNER,HASSAN,9000061484,ACTIVE
OFF-06107,EMP202500173,Benjamin Tak,FPS_OWNER,SHIVAMOGGA,9000062481,ACTIVE
OFF-06108,EMP202000174,Logan Sagar,FPS_OWNER,BENGALURU_URBAN,9000063478,ACTIVE
OFF-06109,EMP202100175,Banjeet Goda,FPS_OWNER,MYSURU,9000064475,ACTIVE
OFF-06110,EMP202200176,Gautam Ben,FPS_OWNER,TUMAKURU,9000065472,ACTIVE
OFF-06111,EMP202300177,Aachal Subramanian,FPS_OWNER,MANDYA,9000066469,ACTIVE
OFF-06112,EMP202400178,Bimala Pandya,FPS_OWNER,HASSAN,9000067466,ACTIVE
OFF-06113,EMP202500179,Caleb Madan,FPS_OWNER,SHIVAMOGGA,9000068463,ACTIVE
OFF-06114,EMP202000180,Deepa Dubey,FPS_OWNER,BENGALURU_URBAN,9000069460,ACTIVE
OFF-06115,EMP202100181,Odika Sarkar,FPS_OWNER,MYSURU,9000070457,ACTIVE
OFF-06116,EMP202200182,Mitesh Handa,FPS_OWNER,TUMAKURU,9000071454,ACTIVE
OFF-06117,EMP202300183,Amara Choudhry,FPS_OWNER,MANDYA,9000072451,ACTIVE
OFF-06118,EMP202400184,Alka Chandra,FPS_OWNER,HASSAN,9000073448,ACTIVE
OFF-06119,EMP202500185,Vasana Gole,FPS_OWNER,SHIVAMOGGA,9000074445,ACTIVE
OFF-06120,EMP202000186,Oeshi Mammen,FPS_OWNER,BENGALURU_URBAN,9000075442,ACTIVE
OFF-06121,EMP202100187,Xavier Bhakta,FPS_OWNER,MYSURU,9000076439,ACTIVE
OFF-06122,EMP202200188,Aayush Sathe,FPS_OWNER,TUMAKURU,9000077436,ACTIVE
OFF-06123,EMP202300189,Harish Bera,FPS_OWNER,MANDYA,9000078433,ACTIVE
OFF-06124,EMP202400190,Ganga Barad,FPS_OWNER,HASSAN,9000079430,ACTIVE
OFF-06125,EMP202500191,Janaki Dash,FPS_OWNER,SHIVAMOGGA,9000080427,ACTIVE
OFF-06126,EMP202000192,Lakshit Shukla,FPS_OWNER,BENGALURU_URBAN,9000081424,ACTIVE
OFF-06127,EMP202100193,Omisha Chakraborty,FPS_OWNER,MYSURU,9000082421,ACTIVE
OFF-06128,EMP202200194,Abdul Yadav,FPS_OWNER,TUMAKURU,9000083418,ACTIVE
OFF-06129,EMP202300195,Chatresh Contractor,FPS_OWNER,MANDYA,9000084415,ACTIVE
OFF-06130,EMP202400196,Warinder Batra,FPS_OWNER,HASSAN,9000085412,ACTIVE
OFF-06131,EMP202500197,Anjali Seshadri,FPS_OWNER,SHIVAMOGGA,9000086409,ACTIVE
OFF-06132,EMP202000198,Nitesh Master,FPS_OWNER,BENGALURU_URBAN,9000087406,ACTIVE
OFF-06133,EMP202100199,Lipika Varkey,FPS_OWNER,MYSURU,9000088403,ACTIVE
OFF-06134,EMP202200200,Rushil Nagar,FPS_OWNER,TUMAKURU,9000089400,ACTIVE
OFF-06135,EMP202300201,Adya Bhavsar,FPS_OWNER,MANDYA,9000050397,ACTIVE
OFF-06136,EMP202400202,Jhalak Gokhale,FPS_OWNER,HASSAN,9000051394,ACTIVE
OFF-06137,EMP202500203,Naksh Sachar,FPS_OWNER,SHIVAMOGGA,9000052391,ACTIVE
OFF-06138,EMP202000204,Atharv Borra,FPS_OWNER,BENGALURU_URBAN,9000053388,ACTIVE
OFF-06139,EMP202100205,Diya Kannan,FPS_OWNER,MYSURU,9000054385,ACTIVE
OFF-06140,EMP202200206,Sachi Brar,FPS_OWNER,TUMAKURU,9000055382,ACTIVE
OFF-06141,EMP202300207,Udyati Mangal,FPS_OWNER,MANDYA,9000056379,ACTIVE
OFF-06142,EMP202400208,Tanay Saran,FPS_OWNER,HASSAN,9000057376,ACTIVE
OFF-06143,EMP202500209,Urishilla Dutt,FPS_OWNER,SHIVAMOGGA,9000058373,ACTIVE
OFF-06144,EMP202000210,Inaya Bajwa,FPS_OWNER,BENGALURU_URBAN,9000059370,ACTIVE
OFF-06145,EMP202100211,Hitesh Sagar,FPS_OWNER,MYSURU,9000060367,ACTIVE
OFF-06146,EMP202200212,Fitan Varty,FPS_OWNER,TUMAKURU,9000061364,ACTIVE
OFF-06147,EMP202300213,Shaurya Vora,FPS_OWNER,MANDYA,9000062361,ACTIVE
OFF-06148,EMP202400214,Manan Nadig,FPS_OWNER,HASSAN,9000063358,ACTIVE
OFF-06149,EMP202500215,Bakhshi Raman,FPS_OWNER,SHIVAMOGGA,9000064355,ACTIVE
OFF-06150,EMP202000216,Owen Kohli,FPS_OWNER,BENGALURU_URBAN,9000065352,ACTIVE
OFF-06151,EMP202100217,Riya Palla,FPS_OWNER,MYSURU,9000066349,ACTIVE
OFF-06152,EMP202200218,Urvi Sekhon,FPS_OWNER,TUMAKURU,9000067346,ACTIVE
OFF-06153,EMP202300219,Lakshit Krishna,FPS_OWNER,MANDYA,9000068343,ACTIVE
OFF-06154,EMP202400220,Lipika Nagi,FPS_OWNER,HASSAN,9000069340,ACTIVE
OFF-06155,EMP202500221,Yamini Ganesh,FPS_OWNER,SHIVAMOGGA,9000070337,ACTIVE
OFF-06156,EMP202000222,Qasim Karnik,FPS_OWNER,BENGALURU_URBAN,9000071334,ACTIVE
OFF-06157,EMP202100223,Aahana Bhandari,FPS_OWNER,MYSURU,9000072331,ACTIVE
OFF-06158,EMP202200224,Orinder Rajagopal,FPS_OWNER,TUMAKURU,9000073328,ACTIVE
OFF-06159,EMP202300225,Ira Kothari,FPS_OWNER,MANDYA,9000074325,ACTIVE
OFF-06160,EMP202400226,Anay Savant,FPS_OWNER,HASSAN,9000075322,ACTIVE
OFF-06161,EMP202500227,Mason Sathe,FPS_OWNER,SHIVAMOGGA,9000076319,ACTIVE
OFF-06162,EMP202000228,Sathvik Sachdeva,FPS_OWNER,BENGALURU_URBAN,9000077316,ACTIVE
OFF-06163,EMP202100229,Tarak Magar,FPS_OWNER,MYSURU,9000078313,ACTIVE
OFF-06164,EMP202200230,Aryan Chahal,FPS_OWNER,TUMAKURU,9000079310,ACTIVE
OFF-06165,EMP202300231,Upadhriti Sachdev,FPS_OWNER,MANDYA,9000080307,ACTIVE
OFF-06166,EMP202400232,Abhiram Rajagopal,FPS_OWNER,HASSAN,9000081304,ACTIVE
OFF-06167,EMP202500233,Varenya Balay,FPS_OWNER,SHIVAMOGGA,9000082301,ACTIVE
OFF-06168,EMP202000234,Aarav Chaudhry,FPS_OWNER,BENGALURU_URBAN,9000083298,ACTIVE
OFF-06169,EMP202100235,Lucky Gola,FPS_OWNER,MYSURU,9000084295,ACTIVE
OFF-06170,EMP202200236,Urishilla Gade,FPS_OWNER,TUMAKURU,9000085292,ACTIVE
OFF-06171,EMP202300237,Ekaja Kara,FPS_OWNER,MANDYA,9000086289,ACTIVE
OFF-06172,EMP202400238,Saanvi Rastogi,FPS_OWNER,HASSAN,9000087286,ACTIVE
OFF-06173,EMP202500239,Champak Hari,FPS_OWNER,SHIVAMOGGA,9000088283,ACTIVE
OFF-06174,EMP202000240,Hamsini Bhat,FPS_OWNER,BENGALURU_URBAN,9000089280,ACTIVE
OFF-06175,EMP202100241,Janani Kanda,FPS_OWNER,MYSURU,9000050277,ACTIVE
OFF-06176,EMP202200242,Inaya Kohli,FPS_OWNER,TUMAKURU,9000051274,ACTIVE
OFF-06177,EMP202300243,Lekha Dada,FPS_OWNER,MANDYA,9000052271,ACTIVE
OFF-06178,EMP202400244,Wriddhish Dada,FPS_OWNER,HASSAN,9000053268,ACTIVE
OFF-06179,EMP202500245,Chanakya Jain,FPS_OWNER,SHIVAMOGGA,9000054265,ACTIVE
OFF-06180,EMP202000246,Vivaan Ganguly,FPS_OWNER,BENGALURU_URBAN,9000055262,ACTIVE
OFF-06181,EMP202100247,Vansha Keer,FPS_OWNER,MYSURU,9000056259,ACTIVE
OFF-06182,EMP202200248,Tripti Halder,FPS_OWNER,TUMAKURU,9000057256,ACTIVE
OFF-06183,EMP202300249,Krishna Banik,FPS_OWNER,MANDYA,9000058253,ACTIVE
